geneID	collisiontype	DistanceGroup	genestart	geneend	chr	start	end	width	score	Overlap	sample
YKL182W	codirectional	10000	100670	106826	chr11	106817	106959	142	2.0003125712081	9	Hmo1
YKL181W	codirectional	10000	107315	108599	chr11	107897	110423	2526	17.9735782548134	702	Hmo1
YKL163W	headon	10000	144400	145378	chr11	144422	144487	65	1.94052793747468	65	Hmo1
YKL162C-A	codirectional	10000	145921	146074	NA	NA	NA	NA	NA	0	Hmo1
YKL162C	codirectional	10000	147629	148838	chr11	147844	148524	680	2.22449859806294	680	Hmo1
YKL161C	codirectional	10000	149385	150687	NA	NA	NA	NA	NA	0	Hmo1
YKL160W	codirectional	10000	153268	153706	NA	NA	NA	NA	NA	0	Hmo1
YKL159C	headon	10000	153815	154451	NA	NA	NA	NA	NA	0	Hmo1
YKL157W	codirectional	10000	154990	158232	NA	NA	NA	NA	NA	0	Hmo1
YKL156W	codirectional	10000	158612	159212	NA	NA	NA	NA	NA	0	Hmo1
YKL156C-A	headon	10000	158974	159091	NA	NA	NA	NA	NA	0	Hmo1
YKL155C	headon	10000	159455	161342	NA	NA	NA	NA	NA	0	Hmo1
YKL154W	codirectional	10000	161600	162335	NA	NA	NA	NA	NA	0	Hmo1
YKL127W	headon	10000	203540	205253	chr11	205185	205335	150	1.73574664266445	68	Hmo1
YKL126W	headon	10000	205706	207749	NA	NA	NA	NA	NA	0	Hmo1
YKL125W	headon	10000	208246	210130	chr11	208583	208675	92	1.89799683858128	92	Hmo1
YKL125W	headon	10000	208246	210130	chr11	210105	210170	65	1.69070299498471	25	Hmo1
YKL124W	headon	10000	210592	212332	NA	NA	NA	NA	NA	0	Hmo1
YKL123W	headon	10000	212042	212423	NA	NA	NA	NA	NA	0	Hmo1
YKL122C	codirectional	10000	212494	212998	NA	NA	NA	NA	NA	0	Hmo1
YKL121W	codirectional	10000	214141	216700	NA	NA	NA	NA	NA	0	Hmo1
YKL120W	codirectional	10000	217343	218318	NA	NA	NA	NA	NA	0	Hmo1
YKL119C	headon	10000	218569	219217	NA	NA	NA	NA	NA	0	Hmo1
YKL118W	codirectional	10000	219125	219437	NA	NA	NA	NA	NA	0	Hmo1
YKL117W	codirectional	10000	220323	220974	NA	NA	NA	NA	NA	0	Hmo1
YKL116C	headon	10000	221343	222900	NA	NA	NA	NA	NA	0	Hmo1
YKL115C	headon	10000	222892	223285	NA	NA	NA	NA	NA	0	Hmo1
YKL103C	codirectional	10000	246137	247682	NA	NA	NA	NA	NA	0	Hmo1
YKL102C	codirectional	10000	248061	248367	chr11	247994	248783	789	3.69352754269985	306	Hmo1
YKL101W	headon	10000	248919	253476	NA	NA	NA	NA	NA	0	Hmo1
YKL100C	codirectional	10000	253696	255460	NA	NA	NA	NA	NA	0	Hmo1
YKL100W-A	headon	10000	254158	254248	NA	NA	NA	NA	NA	0	Hmo1
YKL099C	codirectional	10000	255719	256472	NA	NA	NA	NA	NA	0	Hmo1
YKL097C	headon	10000	258502	258913	chr11	257954	259616	1662	15.1085107848883	411	Hmo1
YKL096C-B	headon	10000	259072	259222	chr11	257954	259616	1662	15.1085107848883	150	Hmo1
YKL096W-A	codirectional	10000	259252	259531	chr11	257954	259616	1662	15.1085107848883	279	Hmo1
YKL096W	codirectional	10000	261131	261851	chr11	260007	261213	1206	5.30984031895605	82	Hmo1
YKL095W	codirectional	10000	262276	263113	NA	NA	NA	NA	NA	0	Hmo1
YKL094W	codirectional	10000	263348	264290	NA	NA	NA	NA	NA	0	Hmo1
YKL093W	codirectional	10000	264788	265808	NA	NA	NA	NA	NA	0	Hmo1
YKL092C	headon	10000	266144	269459	chr11	268045	268211	166	2.24446117097765	166	Hmo1
YKL077W	headon	10000	291452	292631	NA	NA	NA	NA	NA	0	Hmo1
YKL076C	codirectional	10000	292837	293221	NA	NA	NA	NA	NA	0	Hmo1
YKL075C	codirectional	10000	292955	294308	NA	NA	NA	NA	NA	0	Hmo1
YKL074C	codirectional	10000	294609	296193	NA	NA	NA	NA	NA	0	Hmo1
YKL073W	headon	10000	296429	299075	NA	NA	NA	NA	NA	0	Hmo1
YKL072W	headon	10000	299581	301882	NA	NA	NA	NA	NA	0	Hmo1
YKL071W	codirectional	10000	305113	305884	NA	NA	NA	NA	NA	0	Hmo1
YKL070W	codirectional	10000	306210	306720	NA	NA	NA	NA	NA	0	Hmo1
YKL069W	codirectional	10000	307284	307827	NA	NA	NA	NA	NA	0	Hmo1
YKL068W-A	codirectional	10000	309205	309442	NA	NA	NA	NA	NA	0	Hmo1
YKL068W	codirectional	10000	310198	313078	chr11	310506	312035	1529	2.80185041333269	1529	Hmo1
YKL064W	headon	10000	317763	320673	NA	NA	NA	NA	NA	0	Hmo1
YKL063C	codirectional	10000	321014	321518	chr11	321427	323173	1746	8.80055308230218	91	Hmo1
YKL062W	headon	10000	323227	325120	NA	NA	NA	NA	NA	0	Hmo1
YKL061W	headon	10000	325770	326112	NA	NA	NA	NA	NA	0	Hmo1
YKL060C	codirectional	10000	326407	327487	chr11	326365	326533	168	1.96629119161365	126	Hmo1
YKL059C	codirectional	10000	328117	329443	chr11	327598	328160	562	4.77826062991792	43	Hmo1
YKL058W	codirectional	10000	330165	330534	NA	NA	NA	NA	NA	0	Hmo1
YKL057C	headon	10000	330855	333969	chr11	331257	331489	232	2.00747985347364	232	Hmo1
YKL056C	headon	10000	334411	334915	NA	NA	NA	NA	NA	0	Hmo1
YKL055C	headon	10000	335320	336157	NA	NA	NA	NA	NA	0	Hmo1
YKL054C	headon	10000	336536	338753	chr11	336328	336698	370	3.28608347453065	162	Hmo1
YKL054C	headon	10000	336536	338753	chr11	337067	337144	77	1.50791537698278	77	Hmo1
YKL054C	headon	10000	336536	338753	chr11	337480	337613	133	1.47989063740672	133	Hmo1
YKL053C-A	headon	10000	339181	339442	NA	NA	NA	NA	NA	0	Hmo1
YKL032C	codirectional	10000	380064	381858	chr11	378412	380323	1911	3.60748199123736	259	Hmo1
YKL032C	codirectional	10000	380064	381858	chr11	381029	384034	3005	10.1475823524627	829	Hmo1
YKL031W	headon	10000	382071	382485	chr11	381029	384034	3005	10.1475823524627	414	Hmo1
YKL030W	headon	10000	382497	383103	chr11	381029	384034	3005	10.1475823524627	606	Hmo1
YKL029C	codirectional	10000	382715	384725	chr11	381029	384034	3005	10.1475823524627	1319	Hmo1
YKL028W	headon	10000	385757	387206	NA	NA	NA	NA	NA	0	Hmo1
YKL026C	headon	10000	389379	389883	NA	NA	NA	NA	NA	0	Hmo1
YKL025C	headon	10000	390239	392279	NA	NA	NA	NA	NA	0	Hmo1
YKL024C	headon	10000	392525	393140	NA	NA	NA	NA	NA	0	Hmo1
YKL023C-A	headon	10000	393145	393373	NA	NA	NA	NA	NA	0	Hmo1
YKL023W	codirectional	10000	393720	394554	NA	NA	NA	NA	NA	0	Hmo1
YKL022C	headon	10000	394725	397248	NA	NA	NA	NA	NA	0	Hmo1
YKL021C	headon	10000	397343	398750	NA	NA	NA	NA	NA	0	Hmo1
YKL017C	codirectional	10000	405189	407241	NA	NA	NA	NA	NA	0	Hmo1
YKL016C	codirectional	10000	407464	407989	NA	NA	NA	NA	NA	0	Hmo1
YKL015W	headon	10000	408543	411483	chr11	410779	411060	281	2.05658624592857	281	Hmo1
YKL015W	headon	10000	408543	411483	chr11	411447	411669	222	2.29670586608426	36	Hmo1
YKL014C	codirectional	10000	411618	416913	chr11	411447	411669	222	2.29670586608426	51	Hmo1
YKL014C	codirectional	10000	411618	416913	chr11	415312	415430	118	1.6987317044893	118	Hmo1
YKL013C	headon	10000	417507	418023	NA	NA	NA	NA	NA	0	Hmo1
YKL012W	codirectional	10000	418309	420061	NA	NA	NA	NA	NA	0	Hmo1
YKL011C	headon	10000	420154	421216	NA	NA	NA	NA	NA	0	Hmo1
YKL010C	headon	10000	421423	425875	NA	NA	NA	NA	NA	0	Hmo1
YKL209C	codirectional	10000	42422	46295	chr11	43512	43719	207	1.9762430433984	207	Hmo1
YKL009W	codirectional	10000	426241	426952	NA	NA	NA	NA	NA	0	Hmo1
YKL002W	headon	10000	437777	438544	NA	NA	NA	NA	NA	0	Hmo1
YKL001C	codirectional	10000	438776	439385	NA	NA	NA	NA	NA	0	Hmo1
YKR001C	codirectional	10000	440607	442722	NA	NA	NA	NA	NA	0	Hmo1
YKR002W	headon	10000	443231	444938	NA	NA	NA	NA	NA	0	Hmo1
YKR003W	headon	10000	445380	446727	NA	NA	NA	NA	NA	0	Hmo1
YKR010C	headon	10000	458923	461239	chr11	460530	460865	335	2.22456086558731	335	Hmo1
YKR011C	headon	10000	461634	462696	NA	NA	NA	NA	NA	0	Hmo1
YKR012C	headon	10000	463738	464116	chr11	463283	463820	537	3.25496828488479	82	Hmo1
YKR013W	codirectional	10000	463958	464948	NA	NA	NA	NA	NA	0	Hmo1
YKR014C	headon	10000	465366	466071	NA	NA	NA	NA	NA	0	Hmo1
YKL208W	headon	10000	47156	47972	NA	NA	NA	NA	NA	0	Hmo1
YKL207W	headon	10000	48193	48955	NA	NA	NA	NA	NA	0	Hmo1
YKL206C	codirectional	10000	49005	49809	NA	NA	NA	NA	NA	0	Hmo1
YKL205W	headon	10000	50050	53353	NA	NA	NA	NA	NA	0	Hmo1
YKR032W	headon	10000	506516	506831	NA	NA	NA	NA	NA	0	Hmo1
YKR033C	codirectional	10000	506878	507304	NA	NA	NA	NA	NA	0	Hmo1
YKR034W	headon	10000	506897	507707	NA	NA	NA	NA	NA	0	Hmo1
YKR035C	codirectional	10000	507919	508561	NA	NA	NA	NA	NA	0	Hmo1
YKR035W-A	headon	10000	507938	508553	NA	NA	NA	NA	NA	0	Hmo1
YKR036C	codirectional	10000	508701	510633	NA	NA	NA	NA	NA	0	Hmo1
YKR037C	codirectional	10000	510909	511797	NA	NA	NA	NA	NA	0	Hmo1
YKR038C	codirectional	10000	511998	513159	NA	NA	NA	NA	NA	0	Hmo1
YKR040C	headon	10000	518062	518566	chr11	516856	519709	2853	15.8568031817664	504	Hmo1
YKR041W	codirectional	10000	518197	518950	chr11	516856	519709	2853	15.8568031817664	753	Hmo1
YKR042W	codirectional	10000	519526	520624	chr11	516856	519709	2853	15.8568031817664	183	Hmo1
YKR042W	codirectional	10000	519526	520624	chr11	520464	520734	270	1.55185413000596	160	Hmo1
YKR043C	headon	10000	520896	521712	NA	NA	NA	NA	NA	0	Hmo1
YKR044W	codirectional	10000	522014	523346	NA	NA	NA	NA	NA	0	Hmo1
YKR045C	headon	10000	523417	523969	NA	NA	NA	NA	NA	0	Hmo1
YKR046C	headon	10000	524222	525074	NA	NA	NA	NA	NA	0	Hmo1
YKR047W	codirectional	10000	525256	525562	NA	NA	NA	NA	NA	0	Hmo1
YKR048C	headon	10000	525386	526640	NA	NA	NA	NA	NA	0	Hmo1
YKL204W	headon	10000	53703	55602	chr11	55022	55798	776	1.82738686213776	580	Hmo1
YKL203C	headon	10000	55934	63359	chr11	62144	62243	99	1.95530901366547	99	Hmo1
YKR086W	headon	10000	599856	603072	NA	NA	NA	NA	NA	0	Hmo1
YKR087C	codirectional	10000	603194	604232	NA	NA	NA	NA	NA	0	Hmo1
YKR088C	codirectional	10000	604404	605418	NA	NA	NA	NA	NA	0	Hmo1
YKR089C	codirectional	10000	605632	608365	NA	NA	NA	NA	NA	0	Hmo1
YKR090W	headon	10000	608945	611066	chr11	608495	608950	455	2.275462693243	5	Hmo1
YKR092C	headon	10000	612664	613885	chr11	613180	615930	2750	13.2416210080623	705	Hmo1
YKR093W	codirectional	10000	615729	617535	chr11	613180	615930	2750	13.2416210080623	201	Hmo1
YKR094C	headon	10000	617995	618750	chr11	618715	619020	305	2.12518824527254	35	Hmo1
YKR095W	codirectional	10000	619804	625432	NA	NA	NA	NA	NA	0	Hmo1
YKL202W	codirectional	10000	63820	64402	chr11	64062	64177	115	1.87772289340792	115	Hmo1
YKL201C	headon	10000	63929	67466	chr11	64062	64177	115	1.87772289340792	115	Hmo1
YKL201C	headon	10000	63929	67466	chr11	67385	69813	2428	11.6828299446304	81	Hmo1
YKL188C	codirectional	10000	86224	88786	chr11	86008	86296	288	1.63785672246394	72	Hmo1
YKL187C	codirectional	10000	89283	91536	chr11	89192	89301	109	2.02139588967071	18	Hmo1
YKL186C	codirectional	10000	92743	93298	chr11	93257	94344	1087	2.34521259248617	41	Hmo1
YKL185W	headon	10000	94498	96265	NA	NA	NA	NA	NA	0	Hmo1
YKL184W	headon	10000	96756	98157	NA	NA	NA	NA	NA	0	Hmo1
YKL183W	codirectional	10000	98720	99641	chr11	98169	100423	2254	18.1430616231279	921	Hmo1
YLL021W	codirectional	10000	100946	105347	chr12	103598	104031	433	2.4680988236148	433	Hmo1
YLL004W	headon	10000	141072	142923	NA	NA	NA	NA	NA	0	Hmo1
YLL003W	headon	10000	143200	146041	NA	NA	NA	NA	NA	0	Hmo1
YLR006C	headon	10000	161754	163893	chr12	162946	163833	887	4.48545604271691	887	Hmo1
YLR007W	codirectional	10000	164391	165402	NA	NA	NA	NA	NA	0	Hmo1
YLR008C	headon	10000	165576	166083	NA	NA	NA	NA	NA	0	Hmo1
YLR009W	codirectional	10000	166536	167136	chr12	167134	167280	146	2.12234128257299	2	Hmo1
YLR036C	codirectional	10000	221520	222132	NA	NA	NA	NA	NA	0	Hmo1
YLR037C	codirectional	10000	222684	223059	chr12	222463	222693	230	1.55412547843544	9	Hmo1
YLR038C	codirectional	10000	224920	225172	NA	NA	NA	NA	NA	0	Hmo1
YLR039C	codirectional	10000	225425	228596	NA	NA	NA	NA	NA	0	Hmo1
YLR040C	codirectional	10000	228907	229582	NA	NA	NA	NA	NA	0	Hmo1
YLR041W	headon	10000	229376	229697	NA	NA	NA	NA	NA	0	Hmo1
YLR042C	codirectional	10000	229965	230451	NA	NA	NA	NA	NA	0	Hmo1
YLR043C	headon	10000	231701	232013	NA	NA	NA	NA	NA	0	Hmo1
YLR044C	headon	10000	232389	234081	chr12	232362	235140	2778	6.00114063360249	1692	Hmo1
YLR045C	headon	10000	235036	237703	chr12	232362	235140	2778	6.00114063360249	104	Hmo1
YLR046C	headon	10000	238000	238813	NA	NA	NA	NA	NA	0	Hmo1
YLR047C	headon	10000	239346	241407	chr12	241036	243945	2909	21.0931692079722	371	Hmo1
YLR106C	codirectional	10000	349005	363738	chr12	355656	355925	269	2.09490208929371	269	Hmo1
YLR106C	codirectional	10000	349005	363738	chr12	360845	361398	553	1.88260358096484	553	Hmo1
